faceoffsLost,shotsAgainst,teamId,teamFullName,gameDate,shootoutGamesWon,ppGoalsFor,shotsFor,otLosses,gameId,shootoutGamesLost,penaltyKillPctg,ppPctg,faceoffWinPctg,gameLocationCode,faceoffsWon,ppOpportunities,wins,ties,goalsFor,opponentTeamAbbrev,gamesPlayed,points,losses,goalsAgainst,teamAbbrev,shNumTimes,ppGoalsAgainst
24,34,22,Edmonton Oilers,2015-10-25T23:30:00Z,0,1,28,0,2015020120,0,0.5,0.5,0.5471,H,29,2,0,0,2,LAK,1,0,1,3,EDM,2,1
25,28,22,Edmonton Oilers,2015-10-27T23:00:00Z,0,0,25,0,2015020130,0,0.5,0.0,0.5098,R,26,1,0,0,3,MIN,1,0,1,4,EDM,2,1
34,21,22,Edmonton Oilers,2015-10-29T23:00:00Z,0,1,27,0,2015020144,0,0.5,0.25,0.5211,H,37,4,1,0,4,MTL,1,2,0,3,EDM,2,1
26,32,22,Edmonton Oilers,2015-11-01T00:00:00Z,0,2,23,0,2015020163,0,0.6666,0.5,0.606,H,40,4,0,0,4,CGY,1,0,1,5,EDM,3,1
30,22,22,Edmonton Oilers,2015-11-04T00:00:00Z,0,1,49,0,2015020179,0,1.0,0.2,0.5081,H,31,5,1,0,4,PHI,1,2,0,2,EDM,2,0
33,33,22,Edmonton Oilers,2015-11-07T00:00:00Z,0,0,28,0,2015020198,0,0.75,0.0,0.4761,H,30,2,0,0,1,PIT,1,0,1,2,EDM,4,1
38,28,22,Edmonton Oilers,2015-11-09T00:00:00Z,0,1,36,0,2015020214,0,0.75,1.0,0.4864,R,36,1,0,0,2,CHI,1,0,1,4,EDM,4,1
33,37,22,Edmonton Oilers,2015-11-12T00:00:00Z,0,1,27,0,2015020229,0,0.5,0.5,0.4677,R,29,2,1,0,4,ANA,1,2,0,3,EDM,2,1
34,21,22,Edmonton Oilers,2015-11-13T00:00:00Z,0,0,28,0,2015020240,0,0.6666,0.0,0.4333,R,26,4,0,0,1,ARI,1,0,1,4,EDM,3,1
31,28,22,Edmonton Oilers,2015-11-15T00:00:00Z,0,0,25,0,2015020258,0,1.0,0.0,0.4655,R,27,3,0,0,3,LAK,1,0,1,4,EDM,4,0
31,27,22,Edmonton Oilers,2015-11-19T00:30:00Z,0,0,37,1,2015020277,0,0.5,0.0,0.5303,H,35,3,0,0,3,CHI,1,1,0,4,EDM,2,1
24,20,22,Edmonton Oilers,2015-11-21T00:00:00Z,0,1,27,0,2015020292,0,0.75,0.1666,0.4893,H,23,6,1,0,5,NJD,1,2,0,1,EDM,4,1
31,30,22,Edmonton Oilers,2015-11-24T00:00:00Z,0,0,33,0,2015020311,0,1.0,0.0,0.415,R,22,3,0,0,0,WSH,1,0,1,1,EDM,3,0
29,27,22,Edmonton Oilers,2015-11-26T00:00:00Z,0,1,31,0,2015020323,0,1.0,0.25,0.4423,R,23,4,0,0,1,CAR,1,0,1,4,EDM,1,0
29,32,22,Edmonton Oilers,2015-11-28T00:30:00Z,0,1,24,1,2015020338,0,1.0,0.5,0.5,R,29,2,0,0,3,DET,1,1,0,4,EDM,2,0
40,41,22,Edmonton Oilers,2015-11-29T00:00:00Z,1,1,36,0,2015020346,0,0.75,0.25,0.5061,R,41,4,1,0,2,PIT,1,2,0,2,EDM,4,1
29,26,22,Edmonton Oilers,2015-12-01T00:30:00Z,0,0,24,0,2015020357,0,0.6666,0.0,0.4423,R,23,3,0,0,0,TOR,1,0,1,3,EDM,3,1
28,40,22,Edmonton Oilers,2015-12-03T00:30:00Z,1,0,36,0,2015020371,0,1.0,0.0,0.582,H,39,5,1,0,2,BOS,1,2,0,2,EDM,2,0
24,43,22,Edmonton Oilers,2015-12-05T00:00:00Z,0,0,24,0,2015020386,0,1.0,0.0,0.5555,H,30,3,1,0,2,DAL,1,2,0,1,EDM,4,0
33,34,22,Edmonton Oilers,2015-12-06T23:00:00Z,0,1,28,0,2015020402,0,0.75,1.0,0.5416,H,39,1,1,0,4,BUF,1,2,0,2,EDM,4,1
22,28,22,Edmonton Oilers,2015-12-10T00:30:00Z,0,0,20,0,2015020419,0,1.0,0.0,0.6206,H,36,1,1,0,4,SJS,1,2,0,3,EDM,3,0
35,34,22,Edmonton Oilers,2015-12-12T00:30:00Z,0,1,37,0,2015020432,0,0.5,0.3333,0.4852,H,33,3,1,0,7,NYR,1,2,0,5,EDM,2,1
40,49,22,Edmonton Oilers,2015-12-15T00:00:00Z,0,0,24,0,2015020448,0,1.0,0.0,0.4805,R,37,3,1,0,3,BOS,1,2,0,2,EDM,3,0
27,21,22,Edmonton Oilers,2015-12-16T00:00:00Z,0,1,20,0,2015020455,0,0.8,0.1666,0.4705,R,24,6,0,0,2,NYR,1,0,1,4,EDM,5,1
27,37,22,Edmonton Oilers,2015-12-18T00:30:00Z,0,0,33,0,2015020473,0,1.0,0.0,0.5263,R,30,0,0,0,0,CHI,1,0,1,4,EDM,2,0
32,29,22,Edmonton Oilers,2015-12-20T01:00:00Z,0,0,40,0,2015020492,0,0.0,0.0,0.4285,R,24,2,0,0,1,COL,1,0,1,5,EDM,1,1
22,45,22,Edmonton Oilers,2015-12-22T00:00:00Z,0,0,21,0,2015020506,0,1.0,0.0,0.6716,H,45,2,1,0,3,WPG,1,2,0,1,EDM,5,0
32,24,22,Edmonton Oilers,2015-12-27T00:00:00Z,0,0,33,1,2015020525,0,1.0,0.0,0.5151,R,34,3,0,0,1,VAN,1,1,0,2,EDM,2,0
33,37,22,Edmonton Oilers,2015-12-28T00:00:00Z,0,0,31,0,2015020534,0,0.3333,0.0,0.459,R,28,1,0,0,3,CGY,1,0,1,5,EDM,3,2
35,33,22,Edmonton Oilers,2015-12-30T00:00:00Z,0,0,44,0,2015020549,0,0.5,0.0,0.4262,H,26,2,0,0,2,LAK,1,0,1,5,EDM,2,1
25,35,22,Edmonton Oilers,2016-01-01T00:00:00Z,0,0,21,0,2015020563,0,0.5,0.0,0.5614,H,32,3,0,0,0,ANA,1,0,1,1,EDM,2,1
38,34,22,Edmonton Oilers,2016-01-02T19:00:00Z,1,1,41,0,2015020568,0,1.0,0.25,0.4933,H,37,4,1,0,3,ARI,1,2,0,3,EDM,3,0
26,29,22,Edmonton Oilers,2016-01-05T00:00:00Z,0,0,27,0,2015020586,0,1.0,0.0,0.5,H,26,2,1,0,1,CAR,1,2,0,0,EDM,1,0
32,26,22,Edmonton Oilers,2016-01-09T00:00:00Z,0,1,26,0,2015020612,0,1.0,0.3333,0.5,H,32,3,0,0,2,TBL,1,0,1,3,EDM,3,0
26,14,22,Edmonton Oilers,2016-01-11T00:30:00Z,0,0,25,0,2015020629,0,0.0,0.0,0.4222,H,19,3,0,0,1,FLA,1,0,1,2,EDM,0,0
45,31,22,Edmonton Oilers,2016-01-13T00:00:00Z,0,2,28,1,2015020641,0,0.25,0.6666,0.375,R,27,3,0,0,3,ARI,1,1,0,4,EDM,4,3
27,37,22,Edmonton Oilers,2016-01-15T00:30:00Z,0,0,25,1,2015020653,1,1.0,0.0,0.413,R,19,1,0,0,1,SJS,1,1,0,1,EDM,4,0
30,32,22,Edmonton Oilers,2016-01-17T01:00:00Z,1,0,37,0,2015020668,0,1.0,0.0,0.6,H,45,1,1,0,1,CGY,1,2,0,1,EDM,5,0
30,33,22,Edmonton Oilers,2016-01-19T00:30:00Z,0,0,24,0,2015020677,0,1.0,0.0,0.5238,R,33,1,1,0,4,FLA,1,2,0,2,EDM,4,0
25,31,22,Edmonton Oilers,2016-01-20T00:30:00Z,0,0,26,0,2015020687,0,1.0,0.0,0.5901,R,36,4,0,0,4,TBL,1,0,1,6,EDM,2,0
38,35,22,Edmonton Oilers,2016-01-22T00:30:00Z,0,1,25,0,2015020700,0,1.0,0.3333,0.4153,R,27,3,0,0,2,DAL,1,0,1,3,EDM,2,0
33,25,22,Edmonton Oilers,2016-01-24T01:00:00Z,0,0,24,0,2015020719,0,0.5,0.0,0.4406,H,26,3,0,0,1,NSH,1,0,1,4,EDM,2,1
28,37,22,Edmonton Oilers,2016-02-03T00:00:00Z,0,2,35,0,2015020753,0,1.0,0.6666,0.5942,H,41,3,1,0,5,CBJ,1,2,0,1,EDM,5,0
43,38,22,Edmonton Oilers,2016-02-05T00:30:00Z,0,3,28,0,2015020763,0,0.75,1.0,0.4027,R,29,3,1,0,7,OTT,1,2,0,2,EDM,4,1
36,36,22,Edmonton Oilers,2016-02-06T19:00:00Z,0,0,24,0,2015020777,0,0.6666,0.0,0.4285,R,27,3,0,0,1,MTL,1,0,1,5,EDM,3,1
34,31,22,Edmonton Oilers,2016-02-07T19:30:00Z,0,0,31,0,2015020789,0,0.5,0.0,0.4769,R,31,1,0,0,1,NYI,1,0,1,8,EDM,4,2
27,26,22,Edmonton Oilers,2016-02-10T01:00:00Z,0,0,20,0,2015020796,0,0.6,0.0,0.4905,R,26,3,0,0,1,NJD,1,0,1,2,EDM,5,2
32,36,22,Edmonton Oilers,2016-02-12T00:00:00Z,0,1,35,0,2015020816,0,1.0,0.2,0.4666,H,28,5,1,0,5,TOR,1,2,0,2,EDM,5,0
37,33,22,Edmonton Oilers,2016-02-14T01:00:00Z,0,0,22,1,2015020833,1,1.0,0.0,0.4637,H,32,5,0,0,1,WPG,1,1,0,1,EDM,6,0
28,31,22,Edmonton Oilers,2016-02-17T00:00:00Z,0,2,27,0,2015020854,0,0.75,0.5,0.5172,H,30,4,0,0,3,ANA,1,0,1,5,EDM,4,1
27,27,22,Edmonton Oilers,2016-02-19T00:00:00Z,0,0,33,0,2015020866,0,0.3333,0.0,0.4807,H,25,2,0,0,2,MIN,1,0,1,5,EDM,3,2
31,29,22,Edmonton Oilers,2016-02-21T01:00:00Z,0,0,27,0,2015020882,0,1.0,0.0,0.5,H,31,3,0,0,2,COL,1,0,1,3,EDM,3,0
30,25,22,Edmonton Oilers,2016-02-24T00:00:00Z,0,0,32,0,2015020900,0,0.5,0.0,0.4,H,20,3,0,0,1,OTT,1,0,1,4,EDM,2,1
34,36,22,Edmonton Oilers,2016-02-26T00:30:00Z,0,0,27,0,2015020915,0,1.0,0.0,0.4769,R,31,1,0,0,1,LAK,1,0,1,2,EDM,1,0
16,34,22,Edmonton Oilers,2016-02-27T00:00:00Z,0,0,18,1,2015020919,0,0.6666,0.0,0.6,R,24,3,0,0,1,ANA,1,1,0,2,EDM,3,1
24,37,22,Edmonton Oilers,2016-02-29T00:30:00Z,0,0,26,0,2015020936,0,1.0,0.0,0.5384,H,28,1,1,0,3,NYI,1,2,0,1,EDM,4,0
30,32,22,Edmonton Oilers,2016-03-02T00:30:00Z,0,0,41,0,2015020944,0,1.0,0.0,0.5588,R,38,3,1,0,2,BUF,1,2,0,1,EDM,1,0
44,35,22,Edmonton Oilers,2016-03-04T00:00:00Z,0,0,31,0,2015020956,0,1.0,0.0,0.3125,R,20,1,1,0,4,PHI,1,2,0,0,EDM,7,0
21,27,22,Edmonton Oilers,2016-03-05T00:00:00Z,0,1,36,0,2015020967,0,0.6666,0.3333,0.6379,R,37,3,0,0,3,CBJ,1,0,1,6,EDM,3,1
24,40,22,Edmonton Oilers,2016-03-06T23:00:00Z,0,0,31,0,2015020984,0,1.0,0.0,0.5471,R,29,2,1,0,2,WPG,1,2,0,1,EDM,2,0
29,22,22,Edmonton Oilers,2016-03-09T00:00:00Z,0,0,31,0,2015021000,0,0.5,0.0,0.4912,H,28,2,0,0,0,SJS,1,0,1,3,EDM,2,1
40,30,22,Edmonton Oilers,2016-03-11T00:00:00Z,0,0,25,0,2015021011,0,1.0,0.0,0.2727,R,15,2,1,0,2,MIN,1,2,0,1,EDM,4,0
41,29,22,Edmonton Oilers,2016-03-13T01:00:00Z,0,0,44,0,2015021026,0,0.5,0.0,0.3787,H,25,3,0,0,0,ARI,1,0,1,4,EDM,2,1
30,25,22,Edmonton Oilers,2016-03-14T23:00:00Z,0,0,30,0,2015021036,0,1.0,0.0,0.5161,H,32,3,0,0,2,NSH,1,0,1,3,EDM,2,0
40,28,22,Edmonton Oilers,2016-03-16T23:30:00Z,0,4,27,0,2015021049,0,0.6666,0.6666,0.4117,H,28,6,1,0,6,STL,1,2,0,4,EDM,3,1
24,40,22,Edmonton Oilers,2016-03-18T23:00:00Z,0,0,25,0,2015021065,0,1.0,0.0,0.5555,H,30,2,1,0,2,VAN,1,2,0,0,EDM,3,0
28,25,22,Edmonton Oilers,2016-03-20T23:30:00Z,0,0,28,0,2015021083,0,0.5,0.0,0.4716,H,25,4,0,0,2,COL,1,0,1,3,EDM,2,1
37,31,22,Edmonton Oilers,2016-03-22T23:00:00Z,0,2,29,0,2015021097,0,0.6666,0.5,0.4126,R,26,4,0,0,2,ARI,1,0,1,4,EDM,3,1
32,26,22,Edmonton Oilers,2016-03-24T23:30:00Z,0,0,22,0,2015021111,0,0.5,0.0,0.4482,R,26,1,1,0,6,SJS,1,2,0,3,EDM,4,2
26,33,22,Edmonton Oilers,2016-03-26T23:00:00Z,0,1,29,0,2015021128,0,1.0,0.25,0.5517,R,32,4,0,0,4,LAK,1,0,1,6,EDM,1,0
25,25,22,Edmonton Oilers,2016-03-28T23:00:00Z,0,0,28,0,2015021137,0,1.0,0.0,0.5689,H,33,3,0,0,1,ANA,1,0,1,2,EDM,4,0
27,35,22,Edmonton Oilers,2016-04-03T00:00:00Z,0,0,28,0,2015021176,0,0.8333,0.0,0.46,H,23,2,0,0,0,CGY,1,0,1,5,EDM,6,1
36,27,22,Edmonton Oilers,2016-04-06T21:00:00Z,0,2,38,0,2015021201,0,1.0,0.5,0.4461,H,29,4,1,0,6,VAN,1,2,0,2,EDM,4,0
39,28,22,Edmonton Oilers,2016-04-09T23:00:00Z,0,1,38,1,2015021228,1,1.0,0.3333,0.4583,R,33,3,0,0,3,VAN,1,1,0,3,EDM,3,0
38,41,22,Edmonton Oilers,2016-10-13T00:00:00Z,0,1,28,0,2016020003,0,0.6666,0.1666,0.3968,H,25,6,1,0,7,CGY,1,2,0,4,EDM,3,1
34,35,22,Edmonton Oilers,2016-10-14T23:00:00Z,0,2,29,0,2016020015,0,1.0,0.5,0.4516,R,28,4,1,0,5,CGY,1,2,0,3,EDM,5,0
31,24,22,Edmonton Oilers,2016-10-16T21:00:00Z,0,0,33,0,2016020031,0,0.6666,0.0,0.4833,H,29,1,0,0,2,BUF,1,0,1,6,EDM,6,2
35,33,22,Edmonton Oilers,2016-10-18T23:00:00Z,0,0,28,0,2016020047,0,1.0,0.0,0.3859,H,22,3,1,0,3,CAR,1,2,0,2,EDM,2,0
28,35,22,Edmonton Oilers,2016-10-20T23:00:00Z,0,0,23,0,2016020060,0,1.0,0.0,0.5757,H,38,2,1,0,3,STL,1,2,0,1,EDM,3,0
28,31,22,Edmonton Oilers,2016-10-23T18:00:00Z,0,0,32,0,2016020077,0,1.0,0.0,0.5625,R,36,2,1,0,3,WPG,1,2,0,0,EDM,4,0
29,35,22,Edmonton Oilers,2016-10-26T23:30:00Z,0,1,29,0,2016020096,0,1.0,0.25,0.5396,H,34,4,1,0,4,WSH,1,2,0,1,EDM,3,0
34,26,22,Edmonton Oilers,2016-10-28T23:00:00Z,0,0,27,0,2016020111,0,1.0,0.0,0.4237,R,25,1,1,0,2,VAN,1,2,0,0,EDM,1,0
29,22,22,Edmonton Oilers,2016-10-30T23:00:00Z,0,0,37,0,2016020129,0,1.0,0.0,0.5468,H,35,4,0,0,0,OTT,1,0,1,2,EDM,2,0
27,31,22,Edmonton Oilers,2016-11-01T23:30:00Z,0,0,46,1,2016020134,0,1.0,0.0,0.509,R,28,2,0,0,2,TOR,1,1,0,3,EDM,1,0
35,31,22,Edmonton Oilers,2016-11-03T23:00:00Z,0,1,24,0,2016020148,0,1.0,0.25,0.4776,R,32,4,0,0,3,NYR,1,0,1,5,EDM,3,0
27,33,22,Edmonton Oilers,2016-11-05T23:00:00Z,1,2,23,0,2016020167,0,1.0,0.6666,0.5178,R,29,3,1,0,3,NYI,1,2,0,3,EDM,3,0
37,23,22,Edmonton Oilers,2016-11-06T22:00:00Z,0,1,28,0,2016020174,0,0.5,0.5,0.4218,R,27,2,1,0,2,DET,1,2,0,1,EDM,2,1
28,31,22,Edmonton Oilers,2016-11-09T00:00:00Z,0,0,28,0,2016020186,0,1.0,0.0,0.5254,R,31,2,0,0,3,PIT,1,0,1,4,EDM,3,0
26,30,22,Edmonton Oilers,2016-11-12T00:00:00Z,0,0,42,0,2016020211,0,0.75,0.0,0.5873,H,37,3,0,0,2,DAL,1,0,1,3,EDM,4,1
28,27,22,Edmonton Oilers,2016-11-14T00:30:00Z,0,0,39,0,2016020228,0,0.0,0.0,0.5333,H,32,2,0,0,1,NYR,1,0,1,3,EDM,0,0
30,27,22,Edmonton Oilers,2016-11-16T00:00:00Z,0,0,34,0,2016020242,0,0.6666,0.0,0.4915,R,29,4,0,0,1,ANA,1,0,1,4,EDM,3,1
35,25,22,Edmonton Oilers,2016-11-18T00:30:00Z,0,0,30,0,2016020254,0,1.0,0.0,0.4354,R,27,1,0,0,2,LAK,1,0,1,4,EDM,2,0
28,33,22,Edmonton Oilers,2016-11-19T23:00:00Z,0,0,29,0,2016020266,0,0.6666,0.0,0.5087,R,29,3,1,0,5,DAL,1,2,0,2,EDM,6,2
29,31,22,Edmonton Oilers,2016-11-22T00:00:00Z,0,2,27,0,2016020281,0,1.0,0.5,0.4821,H,27,4,1,0,5,CHI,1,2,0,0,EDM,2,0
35,28,22,Edmonton Oilers,2016-11-24T01:00:00Z,0,2,41,0,2016020296,0,1.0,0.3333,0.4354,R,27,6,1,0,6,COL,1,2,0,3,EDM,2,0
36,41,22,Edmonton Oilers,2016-11-26T00:00:00Z,0,0,34,1,2016020312,1,1.0,0.0,0.4626,R,31,3,0,0,2,ARI,1,1,0,2,EDM,3,0
36,23,22,Edmonton Oilers,2016-11-27T18:00:00Z,0,0,42,0,2016020323,0,1.0,0.0,0.4193,H,26,3,0,0,1,ARI,1,0,1,2,EDM,2,0
30,23,22,Edmonton Oilers,2016-11-30T00:00:00Z,0,0,30,0,2016020338,0,1.0,0.0,0.4915,H,29,6,0,0,2,TOR,1,0,1,4,EDM,4,0
31,25,22,Edmonton Oilers,2016-12-02T00:00:00Z,0,3,33,0,2016020352,0,0.5,0.75,0.3921,R,20,4,1,0,6,WPG,1,2,0,3,EDM,4,2
30,33,22,Edmonton Oilers,2016-12-04T01:00:00Z,0,1,32,0,2016020370,0,0.5,0.5,0.4444,H,24,2,1,0,3,ANA,1,2,0,2,EDM,2,1
37,33,22,Edmonton Oilers,2016-12-05T00:30:00Z,0,0,29,1,2016020376,0,1.0,0.0,0.3934,H,24,3,0,0,1,MIN,1,1,0,2,EDM,2,0
40,26,22,Edmonton Oilers,2016-12-07T00:00:00Z,0,2,37,1,2016020382,0,0.5,0.5,0.4285,R,30,4,0,0,3,BUF,1,1,0,4,EDM,4,2
36,31,22,Edmonton Oilers,2016-12-09T00:00:00Z,0,2,33,0,2016020397,0,0.8,0.5,0.4,R,24,4,0,0,5,PHI,1,0,1,6,EDM,5,1
35,36,22,Edmonton Oilers,2016-12-10T00:00:00Z,0,1,27,1,2016020408,1,1.0,0.3333,0.4444,R,28,3,0,0,2,MIN,1,1,0,2,EDM,4,0
30,31,22,Edmonton Oilers,2016-12-12T00:30:00Z,0,1,30,0,2016020428,0,1.0,0.3333,0.4915,H,29,3,1,0,3,WPG,1,2,0,2,EDM,2,0
20,31,22,Edmonton Oilers,2016-12-14T00:00:00Z,0,0,34,0,2016020440,0,0.6,0.0,0.6363,H,35,4,0,0,1,CBJ,1,0,1,3,EDM,5,2
27,33,22,Edmonton Oilers,2016-12-18T01:00:00Z,1,2,32,0,2016020469,0,0.75,0.3333,0.5573,H,34,6,1,0,2,TBL,1,2,0,2,EDM,4,1
34,27,22,Edmonton Oilers,2016-12-20T00:00:00Z,0,0,35,0,2016020479,0,1.0,0.0,0.4603,R,29,1,1,0,3,STL,1,2,0,2,EDM,1,0
29,36,22,Edmonton Oilers,2016-12-22T00:30:00Z,0,1,21,0,2016020494,0,0.6,0.3333,0.4528,R,24,3,1,0,3,ARI,1,2,0,2,EDM,5,2
33,31,22,Edmonton Oilers,2016-12-24T00:30:00Z,0,0,18,1,2016020516,0,0.75,0.0,0.5147,R,35,6,0,0,2,SJS,1,1,0,3,EDM,4,1
23,29,22,Edmonton Oilers,2016-12-30T00:00:00Z,0,1,35,0,2016020542,0,1.0,0.5,0.5964,H,34,2,1,0,3,LAK,1,2,0,1,EDM,2,0
35,32,22,Edmonton Oilers,2017-01-01T01:00:00Z,0,1,44,1,2016020557,1,1.0,0.2,0.375,H,21,5,0,0,2,VAN,1,1,0,2,EDM,2,0
26,35,22,Edmonton Oilers,2017-01-04T00:00:00Z,0,0,22,0,2016020568,0,0.5,0.0,0.5357,R,30,3,0,0,1,CBJ,1,0,1,3,EDM,4,2
41,36,22,Edmonton Oilers,2017-01-06T00:00:00Z,0,0,25,0,2016020578,0,0.6666,0.0,0.4142,R,29,1,1,0,4,BOS,1,2,0,3,EDM,3,1
29,20,22,Edmonton Oilers,2017-01-08T00:00:00Z,0,1,43,0,2016020597,0,1.0,0.5,0.42,R,21,2,1,0,2,NJD,1,2,0,1,EDM,1,0
31,18,22,Edmonton Oilers,2017-01-09T00:00:00Z,0,0,38,0,2016020606,0,0.0,0.0,0.4259,R,23,1,0,0,3,OTT,1,0,1,5,EDM,1,1
35,28,22,Edmonton Oilers,2017-01-11T00:00:00Z,0,0,36,0,2016020618,0,1.0,0.0,0.375,H,21,2,0,0,3,SJS,1,0,1,5,EDM,2,0
28,19,22,Edmonton Oilers,2017-01-13T00:00:00Z,0,0,34,0,2016020631,0,1.0,0.0,0.4814,H,26,3,1,0,3,NJD,1,2,0,2,EDM,3,0
25,25,22,Edmonton Oilers,2017-01-15T01:00:00Z,1,1,27,0,2016020649,0,1.0,0.3333,0.537,H,29,3,1,0,1,CGY,1,2,0,1,EDM,1,0
27,22,22,Edmonton Oilers,2017-01-17T00:00:00Z,0,0,27,0,2016020662,0,0.8,0.0,0.5178,H,29,2,1,0,3,ARI,1,2,0,1,EDM,5,1
34,31,22,Edmonton Oilers,2017-01-19T00:30:00Z,0,1,31,0,2016020675,0,0.5,0.5,0.5,H,34,2,1,0,4,FLA,1,2,0,3,EDM,2,1
52,44,22,Edmonton Oilers,2017-01-21T00:00:00Z,0,1,32,1,2016020689,1,1.0,0.25,0.409,H,36,4,0,0,2,NSH,1,1,0,2,EDM,5,0
39,41,22,Edmonton Oilers,2017-01-22T01:00:00Z,0,1,31,0,2016020700,0,0.6666,0.2,0.4428,R,31,5,1,0,7,CGY,1,2,0,3,EDM,3,1
31,26,22,Edmonton Oilers,2017-01-26T00:00:00Z,0,0,23,0,2016020727,0,1.0,0.0,0.4363,R,24,2,1,0,4,ANA,1,2,0,0,EDM,2,0
27,33,22,Edmonton Oilers,2017-01-27T00:30:00Z,0,1,21,0,2016020740,0,1.0,0.5,0.4905,R,26,2,1,0,4,SJS,1,2,0,1,EDM,4,0
40,35,22,Edmonton Oilers,2017-02-01T00:00:00Z,0,1,43,0,2016020751,0,1.0,0.3333,0.4285,H,30,3,0,0,2,MIN,1,0,1,5,EDM,1,0
40,27,22,Edmonton Oilers,2017-02-03T00:00:00Z,0,0,31,0,2016020762,0,1.0,0.0,0.4202,R,29,3,0,0,0,NSH,1,0,1,2,EDM,3,0
29,23,22,Edmonton Oilers,2017-02-04T00:30:00Z,0,0,25,0,2016020770,0,0.0,0.0,0.4423,R,23,3,0,0,1,CAR,1,0,1,2,EDM,1,1
33,22,22,Edmonton Oilers,2017-02-05T18:00:00Z,1,0,32,0,2016020785,0,1.0,0.0,0.45,R,27,4,1,0,0,MTL,1,2,0,0,EDM,1,0
20,25,22,Edmonton Oilers,2017-02-12T01:00:00Z,0,0,31,0,2016020827,0,0.0,0.0,0.5744,H,27,2,0,0,1,CHI,1,0,1,5,EDM,2,2
38,25,22,Edmonton Oilers,2017-02-15T00:00:00Z,0,2,33,0,2016020842,0,1.0,0.5,0.4411,H,30,4,1,0,5,ARI,1,2,0,2,EDM,5,0
34,36,22,Edmonton Oilers,2017-02-17T00:00:00Z,0,0,25,0,2016020853,0,0.6666,0.0,0.5211,H,37,0,1,0,6,PHI,1,2,0,3,EDM,3,1
31,39,22,Edmonton Oilers,2017-02-18T23:00:00Z,0,1,22,0,2016020863,0,1.0,0.5,0.3541,R,17,2,1,0,3,CHI,1,2,0,1,EDM,3,0
35,27,22,Edmonton Oilers,2017-02-22T00:30:00Z,0,0,21,0,2016020887,0,1.0,0.0,0.4166,R,25,1,0,0,1,TBL,1,0,1,4,EDM,1,0
35,34,22,Edmonton Oilers,2017-02-23T00:30:00Z,0,0,35,0,2016020891,0,0.0,0.0,0.4776,R,32,1,1,0,4,FLA,1,2,0,3,EDM,2,2
28,25,22,Edmonton Oilers,2017-02-25T00:00:00Z,0,0,31,0,2016020900,0,1.0,0.0,0.3636,R,16,0,0,0,1,WSH,1,0,1,2,EDM,2,0
43,28,22,Edmonton Oilers,2017-02-26T21:00:00Z,0,2,32,0,2016020915,0,0.4,0.5,0.3484,R,23,4,0,0,4,NSH,1,0,1,5,EDM,5,3
34,26,22,Edmonton Oilers,2017-03-01T00:00:00Z,0,1,25,0,2016020928,0,0.5,0.5,0.4137,R,24,2,1,0,2,STL,1,2,0,1,EDM,2,1
32,25,22,Edmonton Oilers,2017-03-05T01:00:00Z,0,0,38,0,2016020960,0,0.0,0.0,0.3962,H,21,2,1,0,4,DET,1,2,0,3,EDM,0,0
18,27,22,Edmonton Oilers,2017-03-08T00:00:00Z,0,0,28,0,2016020979,0,0.0,0.0,0.5609,H,23,2,0,0,1,NYI,1,0,1,4,EDM,1,1
11,30,22,Edmonton Oilers,2017-03-11T00:00:00Z,0,1,42,1,2016020999,1,1.0,0.5,0.7555,H,34,2,0,0,2,PIT,1,1,0,2,EDM,2,0
20,41,22,Edmonton Oilers,2017-03-12T21:00:00Z,0,0,25,0,2016021013,0,1.0,0.0,0.6721,H,41,3,0,0,1,MTL,1,0,1,4,EDM,2,0
38,23,22,Edmonton Oilers,2017-03-14T23:00:00Z,0,1,29,0,2016021030,0,1.0,0.5,0.377,H,23,2,1,0,7,DAL,1,2,0,1,EDM,1,0
31,36,22,Edmonton Oilers,2017-03-16T23:00:00Z,0,3,36,0,2016021044,0,0.5,0.5,0.5441,H,37,6,1,0,7,BOS,1,2,0,4,EDM,4,2
31,33,22,Edmonton Oilers,2017-03-19T00:00:00Z,0,1,22,0,2016021061,0,1.0,0.3333,0.4038,H,21,3,1,0,2,VAN,1,2,0,0,EDM,2,0
29,35,22,Edmonton Oilers,2017-03-20T23:00:00Z,0,1,31,0,2016021074,0,1.0,0.3333,0.4821,H,27,3,1,0,2,LAK,1,2,0,0,EDM,2,0
33,34,22,Edmonton Oilers,2017-03-22T23:00:00Z,0,1,32,0,2016021088,0,1.0,0.2,0.4761,R,30,5,0,0,3,ANA,1,0,1,4,EDM,5,0
35,21,22,Edmonton Oilers,2017-03-23T23:00:00Z,0,0,30,0,2016021099,0,1.0,0.0,0.3636,R,20,2,1,0,7,COL,1,2,0,4,EDM,3,0
31,25,22,Edmonton Oilers,2017-03-26T00:00:00Z,0,2,29,0,2016021115,0,1.0,0.5,0.4655,H,27,4,1,0,4,COL,1,2,0,1,EDM,3,0
27,35,22,Edmonton Oilers,2017-03-28T23:00:00Z,0,0,29,0,2016021134,0,1.0,0.0,0.5263,H,30,3,1,0,2,LAK,1,2,0,1,EDM,1,0
25,40,22,Edmonton Oilers,2017-03-30T23:00:00Z,0,0,22,0,2016021149,0,1.0,0.0,0.5762,H,34,3,1,0,3,SJS,1,2,0,2,EDM,2,0
